Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition
40.68895748,-73.91502009,73,52.21648822,83.16622838,Yellow,Fog,0,0.517547084,88,0,494.7243932,16.62655156,High
40.81480785,-73.9816768,144,45.60989534,47.91617818,Green,Snow,0,0.789262135,46,49,412.435265,8.938115763,Medium
40.69784109,-73.77825616,26,57.46718726,13.72800155,Green,Snow,0,-0.31295448,33,9,309.9899122,5.260934679,Low
40.88394825,-73.95429462,299,16.81106267,64.80429861,Green,Fog,0,-0.151021359,49,20,285.0523848,9.860471379,High
40.70454454,-73.72546494,154,22.81828628,50.71608802,Yellow,Snow,0,-0.80608281,87,11,293.1259912,20.93252929,Medium
40.83381287,-73.82147978,151,42.13486623,68.15273983,Yellow,Snow,0,-0.288704024,79,49,102.9220718,14.06645381,Medium
40.66622595,-73.84296011,150,43.63290043,13.38176911,Green,Clear,0,0.773267923,1,30,414.145723,6.81344721,Medium
40.68549877,-73.95575314,224,44.028351,56.79673116,Green,Clear,0,-0.670162167,23,30,390.0010885,19.92486508,High
40.73881685,-73.98731053,293,32.26504098,92.77027574,Green,Snow,1,-0.939420733,64,0,162.5534164,18.59836663,High
40.82497793,-73.8971343,57,20.33051073,28.89163123,Yellow,Clear,0,0.273166251,35,43,330.6898964,20.56406796,Medium
40.72853682,-73.85422661,286,51.55835983,99.64162215,Green,Snow,0,-0.625869442,34,21,419.4787779,21.02857743,High
40.7610261,-73.72598073,73,5.235374418,93.5553118,Green,Fog,0,0.06243032,99,22,189.9153278,11.98957075,High
40.88708885,-73.7251938,14,18.70803741,42.96812518,Yellow,Snow,1,-0.80081425,11,27,243.7170694,21.62712442,High
40.85293285,-73.81839547,265,24.33924682,83.91090396,Yellow,Snow,0,-0.937540417,88,1,448.8039216,7.424504354,High
40.64387109,-73.7903794,56,65.82208948,80.97585858,Green,Clear,0,0.330462203,64,5,499.6357758,29.80722998,High
40.84231056,-73.86010246,144,40.82501542,46.33998563,Green,Fog,0,-0.221419804,62,3,325.4545474,19.13591766,Medium
40.80420022,-73.84019207,115,16.83969244,93.73114037,Green,Snow,0,0.86005527,23,6,68.86910368,5.314665558,High
40.73202113,-73.71380844,11,44.26966121,62.25886105,Green,Fog,0,0.792400354,94,5,128.4173768,9.404095574,Medium
40.66333618,-73.91330115,234,43.86167334,98.61402783,Red,Fog,0,0.567352039,92,24,170.10343,14.90141117,High
40.76975103,-73.72110691,246,12.33348052,92.51458667,Red,Fog,0,0.333746864,8,26,242.975686,6.605812061,High
40.69700565,-73.94692494,13,8.567387829,77.26564971,Red,Snow,0,0.979152222,93,23,198.2175512,8.311876753,High
40.85607277,-73.79000289,176,60.36147621,31.24659591,Green,Clear,0,-0.781473622,28,46,251.3769819,23.19548024,Medium
40.86917163,-73.91349432,176,76.10080852,95.37055179,Green,Rain,0,0.995434959,19,23,286.0113695,18.53105259,High
40.69359047,-73.79771272,95,18.24923856,20.99649808,Yellow,Clear,0,0.564780627,2,39,272.7268265,21.53633028,High
40.80450052,-73.9518797,54,77.87924935,26.05223821,Red,Snow,0,0.738372162,10,49,479.2555616,17.96447417,Low
40.86763657,-73.73173643,200,37.78574148,78.31278089,Red,Snow,0,-0.996933553,77,16,188.2804296,13.03759358,Medium
40.80862209,-73.90709839,236,66.90866595,15.46030221,Red,Snow,0,0.480625742,63,18,110.0673381,17.58124269,High
40.73631266,-73.85978461,147,11.62367697,93.09049154,Yellow,Clear,0,-0.419268074,89,29,228.2840646,6.33851174,High
40.60376136,-73.97234855,155,21.14366184,97.51509232,Yellow,Snow,0,0.687760984,95,4,495.1806517,24.29151748,High
40.73115648,-73.75293436,81,68.87961409,44.0758705,Red,Clear,1,0.046107467,67,2,282.7010618,8.244836428,High
40.87686525,-73.88000513,255,24.74964405,66.7916661,Green,Snow,0,0.144396751,60,12,120.6757482,12.00284104,High
40.73049579,-73.89162138,56,47.60108465,90.00809424,Red,Snow,0,0.205982195,3,43,444.9607587,29.64229425,High
40.7458758,-73.87481717,99,42.31579683,69.41972209,Green,Fog,0,0.07925989,60,16,258.9778937,12.52477845,Medium
40.73054186,-73.71439598,204,72.28233219,13.80350394,Green,Fog,0,0.736250922,49,6,191.2522803,27.166897,High
40.75520022,-73.98205756,276,44.72670946,75.09179863,Yellow,Snow,0,-0.298759678,83,48,395.9984009,5.075853822,High
40.71779758,-73.95396623,12,33.48544462,92.08795276,Green,Rain,0,0.452870186,58,17,132.5548249,5.083560703,High
40.705393,-73.82581599,258,46.10589017,46.18420075,Green,Snow,0,-0.073814671,31,26,343.1549681,18.98746891,High
40.74060954,-73.72645596,50,76.49639097,51.08679435,Yellow,Rain,1,-0.39411631,64,14,488.1928386,6.174603273,High
40.80891813,-73.97215633,243,18.77766727,36.33253144,Red,Clear,0,,17,20,436.5796701,20.54894649,High
40.77124459,-73.72864968,146,7.564113952,20.9994409,Yellow,Snow,1,,98,15,473.5170839,29.9730911,High
40.70087342,-73.80459283,238,18.50726471,11.6046771,Yellow,Fog,0,,9,38,,11.59426569,High
40.6727071,-73.83752941,182,12.36422889,23.06227865,Green,Snow,0,,10,31,490.5286659,20.54937201,High
40.77592547,-73.70571053,89,10.77537043,36.4781111,Yellow,Rain,0,,19,42,136.49438,,High
40.86493733,-73.93477406,113,28.51499565,71.21328123,Red,Rain,1,,25,31,305.1099143,16.67906097,High
40.66844156,-73.81323599,225,6.80184218,83.08514438,Red,Snow,0,,,27,172.0428985,9.310014825,High
,-73.99804711,69,32.70315419,22.79518359,Yellow,Fog,0,,68,4,244.2301415,,Medium
40.7131708,,258,19.91420658,56.73383145,Yellow,Snow,0,,,4,57.32850332,14.23491689,High
40.72162002,,163,15.45373857,78.79140305,Red,Snow,0,,88,48,,23.5423592,High
40.62770821,-73.88757747,32,39.4804827,94.70184104,Red,Snow,0,,79,37,281.6452997,25.25979643,High
40.84718897,-73.97846009,248,39.37149027,16.44037796,Green,Rain,0,,44,22,136.8999582,11.66623356,High
,-73.96771575,187,53.52341624,91.56789854,Yellow,Rain,0,,44,42,449.0452658,27.22680852,High
40.78022808,-73.74625487,230,,,Red,Fog,0,,64,11,,14.43336281,High
40.84675591,-73.91212254,254,14.56295835,71.88242576,Yellow,Snow,0,,28,47,264.5449409,9.354182903,High
40.8874537,,176,43.39658174,78.619737,Red,Snow,0,,,1,91.98672043,5.353428673,Medium
40.75260001,-73.79722751,167,47.28470136,,Yellow,Clear,0,,,38,59.59089952,,High
40.83510528,-73.90701346,267,29.51328633,49.86942103,Yellow,Snow,0,,57,,326.2325159,15.85093361,High
,,206,18.85661947,75.24380759,Green,Fog,1,-0.409532294,11,46,,,High
40.83562056,-73.80553474,,,80.95868465,Yellow,Fog,0,0.653683663,46,48,448.9402348,27.66146422,High
40.71350411,-73.97460388,202,12.85779383,71.25413962,Red,Rain,0,0.651859051,77,33,470.6789937,20.6084507,High
40.77190129,-73.73528434,66,79.02215441,35.22987208,Green,Rain,0,-0.964689626,11,44,165.5376467,28.27255387,Low
40.82575886,-73.8739593,166,48.64734003,44.7420549,Green,Fog,0,-0.732272306,93,13,168.4956256,11.6520996,Medium
40.88324263,-73.83618204,253,6.997656427,51.36569732,Green,Rain,0,-0.592078101,88,5,161.8192105,5.602626893,High
40.86438348,-73.95838455,274,29.9061908,90.26598985,Red,Rain,0,0.964929707,95,34,163.6214402,14.09423152,High
40.60493438,-73.82265984,44,44.51791609,86.32980534,Yellow,Rain,0,-0.391484014,3,25,346.723462,24.44617687,High
40.70046243,-73.85621047,55,36.05004149,22.95300327,Red,Rain,0,-0.905669974,32,11,442.9814307,7.423687586,Medium
40.7765755,-73.92535191,257,71.51826609,28.94124388,Yellow,Rain,0,0.09030787,58,17,201.8075207,6.981107999,High
40.77904565,-73.91536975,22,45.31782146,73.24397387,Red,Snow,1,0.779584289,90,17,193.3218336,16.84238379,High
40.61885076,-73.88858101,293,45.45171079,65.24850329,Green,Fog,0,-0.030912624,66,49,456.7742509,20.50454126,High
40.66581128,-73.93174447,15,67.31115968,13.2038493,Green,Rain,0,-0.075471837,46,36,449.0855005,10.10207226,Low
40.60009184,-73.84989803,278,28.51802843,28.71867658,Green,Fog,0,0.025196991,41,39,370.5954681,10.95554177,High
40.84319358,-73.91036886,75,31.67768583,92.50525311,Yellow,Snow,0,-0.670130755,97,31,377.5833491,29.625721,High
40.85081208,-73.83412733,292,59.45207758,51.56113099,Green,Fog,0,0.264762919,59,34,298.338811,15.72293373,High
40.73380533,-73.84885776,215,39.24161423,29.91903065,Red,Clear,0,-0.498199502,58,13,161.8919384,17.58753149,High
40.81982382,-73.76918238,253,59.74660146,90.53674246,Yellow,Snow,0,0.455359499,99,45,354.6621929,19.19419419,High
40.71949113,-73.71457188,33,35.19627397,34.06793593,Green,Fog,0,-0.973294027,58,44,80.02292184,8.117405299,Medium
40.60771472,-73.74091051,297,78.01290239,83.2624144,Yellow,Clear,0,-0.623585811,28,9,246.9331082,29.80212395,High
40.80727332,-73.76291288,63,60.27096,54.37350861,Red,Clear,0,-0.638927881,94,15,101.5652235,14.89242021,Medium
40.81558569,-73.78613339,270,77.95779564,58.62122881,Green,Clear,0,-0.907358681,96,1,441.5977093,22.93844452,High
40.63689939,-73.72442842,95,10.43845427,64.70547307,Green,Rain,0,0.435912192,39,31,243.522865,21.76200035,High
40.60585272,-73.92707045,67,7.826150732,46.3892116,Yellow,Snow,0,-0.314957623,50,44,388.6849166,20.75946341,High
40.72000815,-73.93516757,141,33.17366067,93.78414583,Green,Rain,0,-0.784150308,17,41,171.2437249,5.626575578,High
40.7655334,-73.88313787,50,8.577491031,22.39656928,Red,Rain,0,-0.728248587,3,47,482.6520701,20.64369147,High
40.88183993,-73.86175519,157,45.98121971,19.4347592,Red,Fog,0,0.339585059,13,5,453.5271766,28.29587901,Medium
40.62590539,-73.97188971,264,50.58827064,80.20344601,Green,Snow,0,-0.076530191,39,26,242.3876671,7.347509297,High
40.77591062,-73.91082723,34,71.80748884,98.92023464,Yellow,Rain,0,-0.236271052,6,48,260.489309,18.6906584,High
40.7412918,-73.84148434,17,62.89977286,91.61402482,Red,Clear,0,0.823758337,12,44,78.59852811,26.15302167,High
,,182,6.367202104,75.29948693,Green,Fog,0,0.098038273,84,22,209.8229781,11.12423129,High
40.880694,-73.9587035,95,63.46348013,86.91552717,Red,Clear,0,-0.289960168,72,11,168.6837061,25.42066232,High
40.82836067,-73.86558988,83,22.08210809,61.51271148,Yellow,Clear,0,-0.750349712,91,40,498.479807,14.21452553,Medium
40.82767689,-73.88864349,118,26.41595955,87.91615527,Yellow,Clear,,-0.443384623,67,0,,,High
40.70866865,-73.78610681,144,20.95659227,22.1402034,Yellow,Rain,0,-0.513375745,87,17,390.3910765,25.49660523,Medium
40.61635241,-73.98950044,246,23.07643739,39.83262509,Green,Rain,0,-0.41765427,37,29,72.33500737,17.9105719,High
,,242,61.86963711,82.37527921,Yellow,Rain,0,-0.842544867,18,23,289.1034685,26.53235013,High
40.65609079,-73.91796652,222,70.61329035,67.36210966,Yellow,Snow,0,-0.060619382,46,,,12.43369298,High
40.767954,-73.97239183,26,66.98761414,19.53917272,Yellow,,0,,37,8,360.3679748,9.121759474,Low
40.61128867,-73.78038789,162,51.2330497,25.63114296,Green,Fog,0,-0.737940752,86,,118.1865135,25.62771597,Medium
40.65045087,-73.91997052,136,,78.97600244,Yellow,Clear,,0.509191783,21,23,353.8032333,25.42855864,Medium
,-73.89321294,178,60.42403393,84.94558999,Yellow,Rain,0,-0.344854535,57,8,,10.35052043,High
40.64915325,-73.8732754,235,51.23787256,51.44183771,Red,Snow,0,0.352224019,88,29,119.6656026,22.67942669,High
40.70953832,-73.92511139,82,8.391078761,,Green,Fog,0,,97,15,145.1036595,23.89331388,High
40.81160509,-73.9007065,,32.88128577,25.80513456,Green,Clear,0,-0.645559643,,6,348.1466549,23.82354861,Medium
40.83562309,-73.89615953,94,,22.0163407,Green,Snow,0,0.241976754,15,,145.9710142,23.37965679,Low
40.82678266,-73.97093285,31,46.90658566,15.85477966,Yellow,Snow,0,0.880378704,55,28,217.2927248,,Low
40.81982193,-73.99188867,57,70.16668369,67.02550793,Yellow,Fog,,,77,35,127.0641142,19.85729041,Medium
40.76979581,-73.94672251,10,22.39622337,28.15856897,Red,Rain,0,0.681190096,69,23,338.3818876,28.7007628,Medium
40.74829334,-73.95189437,117,13.86042611,56.2212528,Red,Rain,0,0.941024071,33,16,177.9675324,17.57765255,High
40.82062933,-73.79537665,35,65.84564854,23.24187876,Green,Snow,0,0.949556226,24,,270.6118114,,Low
40.78322034,-73.71675126,204,21.92000932,97.46139107,Red,Clear,0,-0.369422227,45,19,212.7446237,10.61022553,High
40.78881109,-73.92413717,77,61.48314557,32.24783303,Red,Clear,0,-0.36302252,87,9,142.2886585,17.41398999,Low
40.6190283,-73.81222325,92,41.95808694,55.15870683,Yellow,Clear,0,0.140973488,81,49,391.0062189,26.84032012,Medium
40.60417243,-73.78721804,184,79.70651391,80.27996194,Green,Snow,0,-0.42985058,3,7,59.91269978,10.75397577,High
,-73.85257047,85,,85.31252672,Green,Snow,0,0.446413885,18,12,447.6608889,13.73071823,High
40.65146471,-73.94248807,108,36.61516026,,Green,Rain,0,-0.427998413,29,35,489.5624297,9.352121446,Medium
40.89241912,-73.82656558,205,47.23930642,55.97211962,Green,Fog,0,-0.078340977,58,14,296.1462181,11.7061205,High
40.83497162,-73.99573543,142,20.09810784,87.88753573,Red,Fog,0,0.807179047,90,12,408.0762718,22.92395034,High
,,41,40.17684503,60.16763326,Yellow,Fog,1,-0.838156971,14,31,430.2332258,9.127149111,High
40.65458825,-73.73322735,232,,12.97631722,Red,Snow,0,-0.161409437,57,8,495.4333569,16.88354958,High
40.70995065,-73.88313724,91,64.04893291,45.86504275,Green,Fog,0,0.327162252,55,31,411.5103825,23.4266088,Low
,-73.81502456,,26.81641913,78.86584239,Yellow,Fog,0,-0.357984232,80,7,305.7731246,5.540099985,High
40.81328167,-73.90636833,80,,14.95797028,Red,Rain,0,-0.48277929,87,25,203.203797,14.73368897,Low
40.61769939,-73.86162451,195,68.06853826,75.0770923,Yellow,Fog,0,-0.584413874,75,7,387.5648091,12.12981559,Medium
40.69903042,-73.77474407,66,21.97006631,50.43863684,Green,Fog,0,-0.875435151,14,41,246.9847068,25.14038223,Medium
40.62617,-73.85828071,228,32.61876308,32.50386148,Green,Clear,0,-0.472612591,40,32,84.03785161,11.1114521,High
40.69757691,-73.8503296,159,6.363447654,53.80978306,Red,Fog,0,-0.202386789,22,12,497.7437067,15.87943545,High
40.72120768,-73.70314474,136,16.83825651,,Yellow,Clear,0,-0.485063845,95,37,156.0627351,5.81431077,High
40.87573585,-73.7642751,53,53.59934561,74.1303998,Yellow,Snow,0,-0.068876985,39,42,305.9553552,20.43046718,Medium
,,104,20.39732547,75.48181031,Green,Snow,0,-0.866761201,55,28,259.684887,20.39522348,Medium
40.79600033,-73.77167056,34,,15.94824526,Yellow,Clear,0,0.843790756,87,30,107.7172266,15.60223481,Medium
40.83687945,-73.70715479,194,,83.30526861,Yellow,Clear,0,-0.567096519,54,38,447.1220144,21.11409354,High
40.74168398,-73.71749631,142,78.89325129,49.33975347,Green,Rain,1,-0.317578134,50,26,109.2561363,13.33673065,High
,-73.79037114,95,,,Red,Rain,0,0.821799558,13,49,51.27129051,29.41355849,Medium
40.89823379,-73.74735183,294,,14.45375112,Red,Fog,0,,59,10,52.86960754,25.51751498,High
40.63822082,-73.73221149,215,55.06306173,,Green,Fog,0,0.708791511,25,33,208.5812827,15.46742018,High
,-73.7608624,13,77.59872,33.8529858,Yellow,,0,0.096279932,22,,,10.2110059,Low
40.69669141,,118,76.56901187,31.02173611,Green,Rain,0,0.00598057,82,,233.2951907,,Medium
40.6973212,-73.83041264,110,20.65164933,58.64893772,Green,Clear,0,0.491567449,9,16,308.6467752,5.443057102,Medium
40.68955173,-73.78098204,12,64.92015491,69.54134577,Red,Snow,0,-0.156046955,77,12,306.1669327,23.08106947,Medium
40.67333303,-73.75150364,63,24.84971644,83.05890085,Red,Fog,0,0.472949939,82,36,126.5664791,6.060029644,High
40.6146415,-73.91620909,199,60.54843007,97.36557519,Green,Rain,0,-0.552784272,95,24,167.613202,6.048896343,High
40.73963061,-73.76915643,37,47.74685896,22.95701962,Yellow,Rain,0,-0.369448884,61,35,140.9129494,26.00550048,Low
40.89658464,-73.99317542,104,28.13576728,45.91061291,Green,Snow,0,-0.842040085,96,40,296.8007616,5.090273503,Medium
40.8711401,-73.96700469,116,7.478284875,71.24333239,Green,Clear,0,-0.129016939,94,19,205.3198019,14.28123058,High
40.60204114,-73.72803713,249,30.59631934,20.56855419,Yellow,Rain,0,0.92124149,46,33,462.8447591,6.245210624,High
40.64433139,-73.83435881,269,31.83355521,36.33724791,Green,Fog,0,-0.142585905,16,41,497.2373948,14.64195871,High
40.82271976,-73.94745096,250,77.13550007,99.01713105,Green,Fog,0,0.898889501,76,12,464.271343,22.36503765,High
40.85522442,-73.84440642,15,61.36530197,72.05701124,Green,Clear,0,0.794448135,72,27,251.6910816,27.99140488,Medium
40.82460103,-73.94700368,192,73.93974325,12.63388277,Yellow,Snow,0,0.155464473,2,34,177.3001095,25.70477763,Medium
40.80100012,-73.95260773,50,20.47519747,16.11175209,Yellow,Fog,0,0.469527605,14,24,75.42746574,20.33625463,Medium
40.79094504,-73.96020262,124,58.79297411,65.30816588,Yellow,Snow,1,-0.613583997,41,46,269.4558593,7.383852174,High
40.78006709,,270,70.97091128,22.74159802,Yellow,Snow,0,0.564559929,81,43,149.427149,11.75636593,High
40.62438355,-73.83636933,211,,87.83975968,Green,Rain,0,0.337195056,29,39,314.6626162,15.40564583,High
40.75448045,-73.83741374,107,13.89733326,75.36792109,Green,Fog,0,0.833386633,5,48,249.6372102,12.34880138,High
40.70281984,-73.93261013,200,54.69261098,12.3807773,,Rain,0,0.951001409,11,28,363.167813,12.07966538,Medium
40.73823551,-73.76378222,181,28.88040309,95.7790593,Red,Clear,0,0.366498031,30,4,155.7016699,14.41591012,High
40.65676268,-73.9476591,218,10.50169513,58.84161041,Green,Snow,0,0.181938914,81,38,177.2195033,27.75790731,High
40.87158909,-73.8422201,200,14.59693116,89.19579096,Yellow,Rain,0,-0.529923584,65,19,91.11583032,25.28874337,High
40.6630906,-73.7384168,141,16.07445973,36.18461682,Green,Fog,0,0.843992231,24,0,411.0880287,9.57389084,High
40.81172253,-73.97696889,280,30.10214206,54.79801299,Red,Snow,1,0.526661062,12,25,373.2570952,28.47610236,High
40.79278853,-73.98569119,139,35.71376244,37.18963227,Yellow,Fog,0,-0.045256277,71,29,424.0251603,6.533962527,Medium
,-73.90551466,148,66.57881132,60.63315081,Green,Snow,0,-0.750397502,82,20,86.02628014,14.42467122,Medium
40.6053254,-73.89029058,59,56.77686835,71.98587522,Red,Snow,0,-0.208858536,18,33,392.0310165,7.499495424,Medium
40.66030588,-73.79546225,198,71.47606611,54.51005432,Yellow,Fog,0,-0.90556995,96,39,362.3922955,22.1907112,Medium
40.72619374,-73.83994061,60,39.37396263,35.03126705,Yellow,Rain,0,-0.57425518,90,1,205.7298016,23.71632761,Medium
40.87108706,-73.74058977,293,41.92314979,55.96665151,Red,Clear,0,-0.369805533,7,27,409.070274,22.99834786,High
40.77866117,-73.96371355,237,,,Red,Rain,0,-0.660553565,5,35,313.5897711,21.6900426,High
40.73717363,-73.79950078,273,10.24346341,19.59582211,Red,Rain,0,-0.292871658,24,35,67.15843709,15.92903244,High
40.65391407,-73.75548711,281,67.06028969,11.95862517,Red,Fog,0,-0.693719133,34,5,429.0221038,18.98366338,High
,-73.75900511,188,63.70831041,33.77928153,Yellow,Fog,0,0.92803727,99,8,138.6872409,9.367910978,Medium
40.72314404,,168,53.18705507,13.81115202,Green,Clear,0,0.730965299,53,24,455.7874144,21.16457447,Medium
40.60658416,-73.89760998,47,45.41416811,,Green,Snow,0,-0.273957402,7,26,455.9367646,12.06113434,Low
,-73.91010543,92,47.89836752,78.49487684,Green,Clear,0,-0.186419176,29,0,454.7553929,20.69564487,Medium
40.82903967,-73.9026245,194,72.79015228,71.73004123,Red,Clear,0,0.677988745,48,5,99.34492763,10.55421176,Medium
40.85476924,-73.76940154,39,77.16271037,34.01466943,Red,Fog,0,-0.743368423,,,134.7772026,8.176337248,Low
40.75632579,-73.74576118,218,,33.09209352,Red,Clear,0,-0.434661342,91,4,329.451577,,High
40.8718957,-73.80746012,265,33.91326027,69.92568644,Green,,1,-0.766875624,88,38,146.0714302,29.99541595,High
40.78164634,,76,30.07147753,,Yellow,Rain,0,-0.425095922,70,10,214.482691,17.31728256,High
,-73.76172531,199,68.37326641,67.04670331,Green,Snow,0,0.343674832,,15,473.0247092,18.7692493,Medium
40.69173216,-73.76927617,244,10.10886453,35.13693924,Green,Fog,0,-0.339915019,31,46,427.8899705,8.836731778,High
40.6199723,-73.80959664,88,53.44446564,22.97180663,Yellow,Fog,0,-0.059707259,38,43,,20.74362487,Low
40.79371106,-73.81436571,64,29.92300475,41.85638637,Yellow,Fog,0,-0.130231775,20,42,68.45883251,23.84811672,Medium
40.86396219,-73.70154848,155,78.48787837,16.71366632,Yellow,Fog,0,0.54359312,81,6,228.1665258,,Medium
40.68880674,-73.83086505,234,24.50354781,26.46845714,Red,Snow,0,0.604020617,54,8,319.5614714,18.56460479,High
